transaction_id,order_date,customer_id,product_id,product_name,category,subcategory,brand,original_price_inr,discount_percent,discounted_price_inr,quantity,subtotal_inr,delivery_charges,final_amount_inr,customer_city,customer_state,customer_tier,customer_spending_tier,customer_age_group,payment_method,delivery_days,delivery_type,is_prime_member,is_festival_sale,customer_rating,return_status,order_month,order_year,order_quarter,product_weight_kg,is_prime_eligible,product_rating,year
TXN_2015_00001460,2015-01-15,CUST_2015_00002198,PROD_001685,Apple Pad 4GB RAM Silver,electronics,Tablets,Apple,23161.1,0.0,23161.1,1,23161.1,0.0,23161.1,jaipur,Rajasthan,Tier1,Standard,26-35,Cash on Delivery,6.0,Standard,False,False,4.5,Delivered,1,2015,1,0.56,True,3.3,2015
TXN_2015_00001461,2015-01-27,CUST_2015_00010019,PROD_001733,OnePlus Galaxy Tab 4GB RAM Silver,electronics,Tablets,OnePlus,46234.09,0.0,46234.09,1,46234.09,0.0,46234.09,new delhi,Delhi,Metro,Standard,18-25,Cash on Delivery,4.0,Standard,False,False,5.0,Delivered,1,2015,1,0.53,False,4.3,2015
TXN_2015_00001463,2015-01-13,CUST_2015_00008063,PROD_001665,Alienware MacBook 4GB RAM Black,electronics,Laptops,Alienware,131194.65,27.32,95353.98,2,190707.97,0.0,190707.97,hyderabad,Telangana,Metro,Standard,26-35,Cash on Delivery,5.0,Standard,False,False,4.5,Delivered,1,2015,1,1.39,False,3.6,2015
TXN_2015_00001465,2015-01-06,CUST_2015_00001262,PROD_001729,Xiaomi Slate 8GB RAM Silver,electronics,Tablets,Xiaomi,20321.71,0.0,20321.71,1,20321.71,0.0,20321.71,bombay,Maharashtra,Metro,Standard,36-45,Cash on Delivery,3.0,Standard,False,False,4.5,Delivered,1,2015,1,0.33,True,4.5,2015
TXN_2015_00001466,2015-01-22,CUST_2015_00005224,PROD_000010,Apple iPhone 6 Plus 32GB Black,electronics,Smartphones,Apple,173499.67,30.53,120522.99,1,120522.99,0.0,120522.99,surat,Gujarat,Tier1,Premium,26-35,Cash on Delivery,3.0,Standard,False,True,4.5,Delivered,1,2015,1,0.23,True,3.5,2015
TXN_2015_00001467,2015-01-10,CUST_2015_00009727,PROD_001612,Apple Pavilion 8GB RAM Silver,electronics,Laptops,Apple,51356.92,0.0,51356.92,1,51356.92,0.0,51356.92,bhubaneswar,Odisha,Tier2,Budget,46-55,Cash on Delivery,5.0,Standard,False,False,4.5,Delivered,1,2015,1,2.69,True,3.7,2015
TXN_2015_00001468,2015-01-07,CUST_2015_00002902,PROD_000045,Samsung Galaxy J7 16GB Black,electronics,Smartphones,Samsung,41408.67,0.0,41408.67,1,41408.67,0.0,41408.67,bengaluru,Karnataka,Metro,Standard,,Cash on Delivery,3.0,Standard,False,False,5.0,Delivered,1,2015,1,0.17,True,3.6,2015
TXN_2015_00001469,2015-01-03,CUST_2015_00010324,PROD_000095,Motorola Moto X Play 16GB White,electronics,Smartphones,Motorola,23391.49,0.0,23391.49,2,46782.98,0.0,46782.98,hyderabad,Telangana,Metro,Budget,46-55,debit card,3.0,Standard,False,False,4.0,Delivered,1,2015,1,0.16,False,3.7,2015
TXN_2015_00001470,2015-01-31,CUST_2015_00002002,PROD_001927,Fitbit Tracker,electronics,Smart Watch,Fitbit,19864.16,14.26,17031.86,1,17031.86,0.0,17031.86,bombay,Maharashtra,Metro,Standard,18-25,net banking,6.0,Standard,False,False,4.5,Delivered,1,2015,1,0.05,True,4.0,2015
TXN_2015_00001471,2015-01-04,CUST_2015_00000440,PROD_000085,Motorola Moto G (3rd Gen) 16GB Black,electronics,Smartphones,Motorola,21947.26,22.23,17069.19,1,17069.19,0.0,17069.19,ludhiana,Punjab,Tier2,Budget,18-25,Cash on Delivery,7.0,Standard,False,False,4.5,Delivered,1,2015,1,0.22,True,3.5,2015
TXN_2015_00001472,2015-01-25,CUST_2015_00001755,PROD_000035,Samsung Galaxy S6 Edge 32GB Blue,electronics,Smartphones,Samsung,117289.33,43.16,66669.07,2,133338.13,0.0,133338.13,nagpur,Maharashtra,Tier1,Standard,26-35,Cash on Delivery,3.0,Standard,False,True,4.5,Delivered,1,2015,1,0.16,False,3.6,2015
TXN_2015_00001473,2015-01-18,CUST_2015_00003517,PROD_000029,Samsung Galaxy S6 Edge 16GB Black,electronics,Smartphones,Samsung,74885.61,0.0,74885.61,1,74885.61,0.0,74885.61,chennai,Tamil Nadu,Metro,Standard,18-25,debit card,3.0,Standard,False,False,4.5,Delivered,1,2015,1,0.17,True,3.8,2015
TXN_2015_00001474,2015-01-05,CUST_2015_00008065,PROD_001691,Samsung Galaxy Tab 4GB RAM Silver,electronics,Tablets,Samsung,52280.35,25.28,39064.95,1,39064.95,0.0,39064.95,bombay,Maharashtra,Metro,Standard,,Cash on Delivery,6.0,Standard,False,False,4.5,Delivered,1,2015,1,0.65,True,4.8,2015
TXN_2015_00001475,2015-01-11,CUST_2015_00011081,PROD_001949,Noise Watch Premium,electronics,Smart Watch,Noise,46680.9,0.0,46680.9,1,46680.9,0.0,46680.9,jaipur,Rajasthan,Tier1,Standard,26-35,Cash on Delivery,6.0,Standard,False,False,4.5,Delivered,1,2015,1,0.07,True,4.3,2015
TXN_2015_00001476,2015-01-03,CUST_2015_00010634,PROD_000083,Xiaomi Redmi Note 4G 16GB Blue,electronics,Smartphones,Xiaomi,33199.84,0.0,33199.84,1,33199.84,0.0,33199.84,hyderabad,Telangana,Metro,Budget,18-25,Cash on Delivery,5.0,Standard,False,False,4.5,Delivered,1,2015,1,0.15,False,4.1,2015
TXN_2015_00001477,2015-01-27,CUST_2015_00008852,PROD_000068,Xiaomi Mi 4i 32GB White,electronics,Smartphones,Xiaomi,20258.29,0.0,20258.29,1,20258.29,0.0,20258.29,bengaluru,Karnataka,Metro,Standard,18-25,Cash on Delivery,3.0,Standard,False,False,5.0,Delivered,1,2015,1,0.15,True,3.7,2015
TXN_2015_00001478,2015-01-10,CUST_2015_00003572,PROD_000084,Xiaomi Redmi Note 4G 32GB Blue,electronics,Smartphones,Xiaomi,30990.65,22.09,24146.11,1,24146.11,0.0,24146.11,jaipur,Rajasthan,Tier1,Standard,26-35,Cash on Delivery,6.0,Standard,False,False,4.5,Delivered,1,2015,1,0.19,True,4.2,2015
TXN_2015_00001480,2015-01-13,CUST_2015_00004497,PROD_000003,Apple iPhone 6 64GB Black,electronics,Smartphones,Apple,118141.16,0.0,118141.16,1,118141.16,0.0,118141.16,kolkata,West Bengal,Metro,Standard,,Cash on Delivery,4.0,Standard,False,False,4.5,Delivered,1,2015,1,0.22,True,4.6,2015
TXN_2015_00001481,2015-01-09,CUST_2015_00007745,PROD_000057,OnePlus OnePlus 2 64GB White,electronics,Smartphones,OnePlus,96543.62,0.0,96543.62,1,96543.62,0.0,96543.62,jaipur,Rajasthan,Tier1,Standard,46-55,Credit Card,3.0,Standard,False,False,4.5,Delivered,1,2015,1,0.22,True,4.6,2015
TXN_2015_00001482,2015-01-19,CUST_2015_00000075,PROD_000021,Samsung Galaxy S6 16GB Black,electronics,Smartphones,Samsung,123614.29,0.0,123614.29,1,123614.29,0.0,123614.29,hyderabad,Telangana,Metro,Standard,26-35,Credit Card,6.0,Standard,False,False,4.5,Delivered,1,2015,1,0.19,True,4.7,2015
TXN_2015_00001483,2015-01-22,CUST_2015_00008434,PROD_001737,OnePlus Pad 4GB RAM Silver,electronics,Tablets,OnePlus,39010.09,49.95,19523.63,2,39047.26,0.0,39047.26,surat,Gujarat,Tier1,Standard,46-55,net banking,6.0,Standard,False,True,5.0,Delivered,1,2015,1,0.58,True,3.6,2015
TXN_2015_00001485,2015-01-05,CUST_2015_00005292,PROD_000050,Samsung Galaxy J7 16GB Blue,electronics,Smartphones,Samsung,44830.4,0.0,44830.4,1,44830.4,0.0,44830.4,surat,Gujarat,Tier1,Standard,,Cash on Delivery,3.0,Standard,False,False,3.5,Cancelled,1,2015,1,0.17,True,3.2,2015
TXN_2015_00001488,2015-01-13,CUST_2015_00008213,PROD_001975,Fire-Boltt Fitness Band Premium,electronics,Smart Watch,Fire-Boltt,28668.34,0.0,28668.34,1,28668.34,0.0,28668.34,kolkata,West Bengal,Metro,Budget,18-25,Cash on Delivery,3.0,Standard,False,False,4.5,Delivered,1,2015,1,0.04,False,4.4,2015
TXN_2015_00001489,2015-01-17,CUST_2015_00002512,PROD_000082,Xiaomi Redmi Note 4G 32GB White,electronics,Smartphones,Xiaomi,40264.16,19.55,32391.36,1,32391.36,0.0,32391.36,pune,Maharashtra,Tier1,Standard,18-25,Cash on Delivery,5.0,Standard,False,False,5.0,Delivered,1,2015,1,0.22,True,3.4,2015
TXN_2015_00001490,2015-01-13,CUST_2015_00006893,PROD_000055,OnePlus OnePlus 2 16GB White,electronics,Smartphones,OnePlus,54731.86,12.21,48049.82,1,48049.82,0.0,48049.82,bombay,Maharashtra,Metro,Premium,26-35,Cash on Delivery,4.0,Standard,False,False,5.0,Delivered,1,2015,1,0.2,True,4.1,2015
TXN_2015_00001491,2015-01-22,CUST_2015_00003834,PROD_001661,Alienware Aspire 4GB RAM Black,electronics,Laptops,Alienware,139307.76,38.73,85351.09,1,85351.09,0.0,85351.09,ahmedabad,Gujarat,Tier1,Premium,26-35,Cash on Delivery,5.0,Standard,False,True,3.5,Delivered,1,2015,1,1.76,False,4.7,2015
TXN_2015_00001492,2015-01-25,CUST_2015_00010212,PROD_000105,Motorola Moto E (2nd Gen) 64GB White,electronics,Smartphones,Motorola,21211.5,27.6,15357.59,1,15357.59,0.0,15357.59,bombay,Maharashtra,Metro,Budget,,Cash on Delivery,4.0,Standard,False,True,5.0,Returned,1,2015,1,0.21,False,3.8,2015
TXN_2015_00001493,2015-01-11,CUST_2015_00008394,PROD_001949,Noise Watch Premium,electronics,Smart Watch,Noise,46680.9,0.0,46680.9,1,46680.9,0.0,46680.9,ahmedabad,Gujarat,Tier1,Standard,26-35,Cash on Delivery,3.0,Standard,False,False,3.0,Delivered,1,2015,1,0.07,True,4.3,2015
TXN_2015_00001494,2015-01-13,CUST_2015_00003426,PROD_000039,Samsung Galaxy Note 5 64GB Black,electronics,Smartphones,Samsung,97644.25,0.0,97644.25,1,97644.25,0.0,97644.25,kolkata,West Bengal,Metro,Standard,26-35,Cash on Delivery,3.0,Standard,False,False,4.5,Delivered,1,2015,1,0.17,True,3.3,2015
TXN_2015_00001495,2015-01-02,CUST_2015_00004092,PROD_000092,Motorola Moto G (3rd Gen) 16GB Gold,electronics,Smartphones,Motorola,17869.25,0.0,17869.25,1,17869.25,0.0,17869.25,chennai,Tamil Nadu,Metro,Standard,46-55,Cash on Delivery,3.0,Standard,False,False,3.0,Delivered,1,2015,1,0.24,True,4.0,2015
TXN_2015_00001496,2015-01-14,CUST_2015_00011681,PROD_001523,HP Inspiron 8GB RAM Silver,electronics,Laptops,HP,72369.63,0.0,72369.63,1,72369.63,0.0,72369.63,chennai,Tamil Nadu,Metro,Standard,18-25,Cash on Delivery,3.0,Standard,False,False,4.0,Delivered,1,2015,1,1.79,False,4.0,2015
TXN_2015_00001497,2015-01-21,CUST_2015_00005578,PROD_000025,Samsung Galaxy S6 32GB White,electronics,Smartphones,Samsung,46458.94,56.58,33886.83,1,33886.83,0.0,33886.83,bombay,Maharashtra,Metro,Standard,36-45,Cash on Delivery,4.0,Standard,False,True,4.0,Delivered,1,2015,1,0.21,True,4.0,2015
TXN_2015_00001498,2015-01-15,CUST_2015_00000657,PROD_000063,OnePlus OnePlus X 32GB Blue,electronics,Smartphones,OnePlus,75380.48,15.55,63657.82,1,63657.82,0.0,63657.82,bengaluru,Karnataka,Metro,Standard,18-25,Cash on Delivery,5.0,Standard,False,False,4.5,Delivered,1,2015,1,0.18,True,3.8,2015
TXN_2015_00001499,2015-01-06,CUST_2015_00007872,PROD_001729,Xiaomi Slate 8GB RAM Silver,electronics,Tablets,Xiaomi,20321.71,0.0,20321.71,3,60965.13,0.0,60965.13,pune,Maharashtra,Tier1,Budget,36-45,Cash on Delivery,4.0,Standard,False,False,4.5,Delivered,1,2015,1,0.33,True,4.5,2015
TXN_2015_00001500,2015-01-04,CUST_2015_00000158,PROD_001639,MSI Aspire 4GB RAM Silver,electronics,Laptops,MSI,64917.57,28.2,46613.81,1,46613.81,0.0,46613.81,ludhiana,Punjab,Tier2,Standard,,Cash on Delivery,6.0,Standard,False,False,4.5,Delivered,1,2015,1,2.68,True,4.1,2015
TXN_2015_00001501,2015-01-29,CUST_2015_00003843,PROD_000084,Xiaomi Redmi Note 4G 32GB Blue,electronics,Smartphones,Xiaomi,30990.65,13.1,26930.85,1,26930.85,0.0,26930.85,bombay,Maharashtra,Metro,Standard,18-25,Cash on Delivery,3.0,Standard,False,False,4.5,Delivered,1,2015,1,0.19,True,4.2,2015
TXN_2015_00001502,2015-01-07,CUST_2015_00005284,PROD_000055,OnePlus OnePlus 2 16GB White,electronics,Smartphones,OnePlus,54731.86,0.0,54731.86,1,54731.86,0.0,54731.86,chennai,Tamil Nadu,Metro,Standard,,Cash on Delivery,5.0,Standard,False,False,4.5,Delivered,1,2015,1,0.2,True,4.1,2015
TXN_2015_00001503,2015-01-31,CUST_2015_00000738,PROD_001943,Garmin Sports Watch Premium,electronics,Smart Watch,Garmin,45182.31,0.0,45182.31,1,45182.31,0.0,45182.31,lucknow,Uttar Pradesh,Tier1,Budget,46-55,Cash on Delivery,6.0,Standard,False,False,3.0,Cancelled,1,2015,1,0.07,True,4.2,2015
TXN_2015_00001504,2015-01-03,CUST_2015_00000010,PROD_001710,Lenovo Tab M10 8GB RAM Black,electronics,Tablets,Lenovo,56337.89,15.9,47382.68,1,47382.68,0.0,47382.68,bengaluru,Karnataka,Metro,Standard,36-45,Cash on Delivery,5.0,Standard,False,False,4.5,Delivered,1,2015,1,0.49,True,4.1,2015
TXN_2015_00001506,2015-01-16,CUST_2015_00006895,PROD_001612,Apple Pavilion 8GB RAM Silver,electronics,Laptops,Apple,51356.92,0.0,51356.92,1,51356.92,0.0,51356.92,chandigarh,Punjab,Tier2,Standard,18-25,Cash on Delivery,3.0,Standard,False,False,5.0,Delivered,1,2015,1,2.69,True,3.7,2015
TXN_2015_00001507,2015-01-26,CUST_2015_00001635,PROD_001949,Noise Watch Premium,electronics,Smart Watch,Noise,46680.9,38.76,28589.61,1,28589.61,0.0,28589.61,bengaluru,Karnataka,Metro,Standard,26-35,Cash on Delivery,3.0,Standard,False,True,4.5,Delivered,1,2015,1,0.07,True,4.3,2015
TXN_2015_00001508,2015-01-04,CUST_2015_00001456,PROD_000102,Motorola Moto E (2nd Gen) 32GB Black,electronics,Smartphones,Motorola,20006.12,10.02,18001.45,1,18001.45,0.0,18001.45,kolkata,West Bengal,Metro,Standard,26-35,Cash on Delivery,5.0,Standard,False,False,5.0,Delivered,1,2015,1,0.16,False,3.3,2015
TXN_2015_00001509,2015-01-16,CUST_2015_00006176,PROD_000073,Xiaomi Redmi 2 16GB White,electronics,Smartphones,Xiaomi,43767.4,0.0,43767.4,1,43767.4,0.0,43767.4,kolkata,West Bengal,Metro,Standard,26-35,net banking,5.0,Standard,False,False,4.5,Delivered,1,2015,1,0.23,True,4.2,2015
TXN_2015_00001510,2015-01-10,CUST_2015_00002392,PROD_000077,Xiaomi Redmi 2 32GB Blue,electronics,Smartphones,Xiaomi,20175.12,0.0,20175.12,2,40350.24,0.0,40350.24,chennai,Tamil Nadu,Metro,Standard,26-35,net banking,4.0,Standard,False,False,5.0,Delivered,1,2015,1,0.19,True,4.3,2015
TXN_2015_00001511,2015-01-31,CUST_2015_00007534,PROD_000051,Samsung Galaxy J7 32GB Blue,electronics,Smartphones,Samsung,19871.97,6.43,18594.16,1,18594.16,0.0,18594.16,coimbatore,Tamil Nadu,Tier2,Budget,18-25,Cash on Delivery,3.0,Standard,False,False,3.5,Delivered,1,2015,1,0.19,True,4.3,2015
TXN_2015_00001512,2015-01-13,CUST_2015_00002592,PROD_000020,Apple iPhone 5s 32GB White,electronics,Smartphones,Apple,145589.8,0.0,145589.8,1,145589.8,0.0,145589.8,pune,Maharashtra,Tier1,Premium,18-25,Cash on Delivery,7.0,Standard,False,False,3.5,Delivered,1,2015,1,0.16,True,3.7,2015
TXN_2015_00001513,2015-01-13,CUST_2015_00003195,PROD_001884,Apple Fitness Band Premium,electronics,Smart Watch,Apple,39490.87,0.0,39490.87,1,39490.87,0.0,39490.87,new delhi,Delhi,Metro,Standard,36-45,Cash on Delivery,3.0,Standard,False,False,4.0,Delivered,1,2015,1,0.04,True,4.3,2015
TXN_2015_00001515,2015-01-04,CUST_2015_00008530,PROD_000047,Samsung Galaxy J7 64GB Black,electronics,Smartphones,Samsung,40438.41,21.67,31673.57,1,31673.57,0.0,31673.57,jaipur,Rajasthan,Tier1,Standard,18-25,Cash on Delivery,6.0,Standard,False,False,4.0,Delivered,1,2015,1,0.24,True,4.4,2015
TXN_2015_00001516,2015-01-18,CUST_2015_00009182,PROD_000038,Samsung Galaxy Note 5 32GB Black,electronics,Smartphones,Samsung,131421.21,18.63,106943.86,1,106943.86,0.0,106943.86,new delhi,Delhi,Metro,Premium,,Cash on Delivery,4.0,Standard,False,False,4.5,Delivered,1,2015,1,0.2,True,3.3,2015
TXN_2015_00001517,2015-01-05,CUST_2015_00007835,PROD_001922,Fitbit Watch,electronics,Smart Watch,Fitbit,47978.89,0.0,47978.89,2,95957.78,0.0,95957.78,new delhi,Delhi,Metro,Standard,,Cash on Delivery,5.0,Standard,False,False,5.0,Delivered,1,2015,1,0.03,True,3.0,2015
TXN_2015_00001519,2015-01-06,CUST_2015_00005923,PROD_001671,Alienware Ultrabook 4GB RAM Black,electronics,Laptops,Alienware,107387.37,0.0,107387.37,1,107387.37,0.0,107387.37,pune,Maharashtra,Tier1,Standard,36-45,Credit Card,3.0,Standard,False,False,4.5,Delivered,1,2015,1,2.33,True,4.7,2015
TXN_2015_00001524,2015-01-24,CUST_2015_00006239,PROD_001899,Xiaomi Watch Premium,electronics,Smart Watch,Xiaomi,46458.94,48.96,23710.89,1,23710.89,0.0,23710.89,kanpur,Uttar Pradesh,Tier1,Standard,46-55,Cash on Delivery,4.0,Standard,False,True,4.5,Delivered,1,2015,1,0.06,True,4.2,2015
TXN_2015_00001525,2015-01-23,CUST_2015_00009065,PROD_000096,Motorola Moto X Play 32GB White,electronics,Smartphones,Motorola,24160.32,39.28,14670.79,1,14670.79,0.0,14670.79,surat,Gujarat,Tier1,Standard,18-25,Cash on Delivery,4.0,Standard,False,True,4.5,Delivered,1,2015,1,0.21,True,4.1,2015
TXN_2015_00001526,2015-01-03,CUST_2015_00008230,PROD_000003,Apple iPhone 6 64GB Black,electronics,Smartphones,Apple,118141.16,13.0,102788.01,1,102788.01,0.0,102788.01,bombay,Maharashtra,Metro,Standard,18-25,Credit Card,3.0,Standard,False,False,4.5,Delivered,1,2015,1,0.22,True,4.6,2015
TXN_2015_00001527,2015-01-05,CUST_2015_00000863,PROD_001884,Apple Fitness Band Premium,electronics,Smart Watch,Apple,39490.87,5.89,37164.94,1,37164.94,0.0,37164.94,new delhi,Delhi,Metro,Budget,,Cash on Delivery,7.0,Standard,False,False,3.5,Delivered,1,2015,1,0.04,True,4.3,2015
TXN_2015_00001528,2015-01-30,CUST_2015_00009615,PROD_001943,Garmin Sports Watch Premium,electronics,Smart Watch,Garmin,45182.31,0.0,45182.31,1,45182.31,0.0,45182.31,new delhi,Delhi,Metro,Standard,26-35,Cash on Delivery,6.0,Standard,False,False,5.0,Delivered,1,2015,1,0.07,True,4.2,2015
TXN_2015_00001529,2015-01-06,CUST_2015_00004398,PROD_001612,Apple Pavilion 8GB RAM Silver,electronics,Laptops,Apple,51356.92,0.0,51356.92,1,51356.92,0.0,51356.92,nagpur,Maharashtra,Tier1,Standard,55+,Cash on Delivery,3.0,Standard,False,False,4.0,Delivered,1,2015,1,2.69,True,3.7,2015
TXN_2015_00001530,2015-01-31,CUST_2015_00000318,PROD_000025,Samsung Galaxy S6 32GB White,electronics,Smartphones,Samsung,78047.8,0.0,78047.8,1,78047.8,0.0,78047.8,new delhi,Delhi,Metro,Standard,26-35,Cash on Delivery,5.0,Standard,False,False,4.5,Delivered,1,2015,1,0.21,True,4.0,2015
TXN_2015_00001531,2015-01-28,CUST_2015_00000357,PROD_000063,OnePlus OnePlus X 32GB Blue,electronics,Smartphones,OnePlus,75380.48,0.0,75380.48,2,150760.96,0.0,150760.96,jaipur,Rajasthan,Tier1,Standard,26-35,Credit Card,7.0,Standard,False,False,4.5,Delivered,1,2015,1,0.18,True,3.8,2015
TXN_2015_00001532,2015-01-26,CUST_2015_00008388,PROD_000048,Samsung Galaxy J7 16GB White,electronics,Smartphones,Samsung,32169.01,39.65,19413.89,1,19413.89,0.0,19413.89,new delhi,Delhi,Metro,Standard,26-35,Cash on Delivery,3.0,Standard,False,True,5.0,Delivered,1,2015,1,0.19,False,4.6,2015
TXN_2015_00001533,2015-01-31,CUST_2015_00001434,PROD_000057,OnePlus OnePlus 2 64GB White,electronics,Smartphones,OnePlus,96543.62,0.0,96543.62,1,96543.62,0.0,96543.62,indore,Madhya Pradesh,Tier1,Standard,18-25,Cash on Delivery,3.0,Standard,False,False,3.0,Delivered,1,2015,1,0.22,True,4.6,2015
TXN_2015_00001534,2015-01-28,CUST_2015_00011464,PROD_000090,Motorola Moto G (3rd Gen) 32GB Blue,electronics,Smartphones,Motorola,24448.87,24.84,18375.66,3,55126.99,0.0,55126.99,bengaluru,Karnataka,Metro,Standard,18-25,Cash on Delivery,4.0,Standard,False,False,4.5,Delivered,1,2015,1,0.2,True,3.8,2015
TXN_2015_00001538,2015-01-23,CUST_2015_00001169,PROD_001935,Garmin Watch Deluxe,electronics,Smart Watch,Garmin,45363.47,24.1,34430.12,1,34430.12,0.0,34430.12,chandigarh,Punjab,Tier2,Premium,18-25,Cash on Delivery,4.0,Standard,False,True,4.5,Delivered,1,2015,1,0.08,False,4.8,2015
TXN_2015_00001539,2015-01-09,CUST_2015_00001489,PROD_001665,Alienware MacBook 4GB RAM Black,electronics,Laptops,Alienware,131194.65,0.0,131194.65,1,131194.65,0.0,131194.65,kolkata,West Bengal,Metro,Standard,18-25,Cash on Delivery,3.0,Standard,False,False,4.5,Delivered,1,2015,1,1.39,False,3.6,2015
TXN_2015_00001543,2015-01-19,CUST_2015_00011386,PROD_000068,Xiaomi Mi 4i 32GB White,electronics,Smartphones,Xiaomi,20258.29,0.0,20258.29,1,20258.29,0.0,20258.29,pune,Maharashtra,Tier1,Standard,18-25,Cash on Delivery,6.0,Standard,False,False,4.0,Delivered,1,2015,1,0.15,True,3.7,2015
TXN_2015_00001544,2015-01-24,CUST_2015_00008299,PROD_000055,OnePlus OnePlus 2 16GB White,electronics,Smartphones,OnePlus,54731.86,57.43,23300.05,1,23300.05,0.0,23300.05,chandigarh,Punjab,Tier2,Budget,18-25,Cash on Delivery,4.0,Standard,False,True,3.5,Delivered,1,2015,1,0.2,True,4.1,2015
TXN_2015_00001545,2015-01-31,CUST_2015_00005759,PROD_000082,Xiaomi Redmi Note 4G 32GB White,electronics,Smartphones,Xiaomi,40264.16,0.0,40264.16,1,40264.16,0.0,40264.16,chandigarh,Punjab,Tier2,Budget,,Cash on Delivery,5.0,Standard,False,False,5.0,Delivered,1,2015,1,0.22,True,3.4,2015
TXN_2015_00001546,2015-01-21,CUST_2015_00011746,PROD_000082,Xiaomi Redmi Note 4G 32GB White,electronics,Smartphones,Xiaomi,40264.16,26.2,29714.54,1,29714.54,0.0,29714.54,bombay,Maharashtra,Metro,Standard,36-45,Credit Card,3.0,Standard,False,True,4.0,Delivered,1,2015,1,0.22,True,3.4,2015
TXN_2015_00001547,2015-01-12,CUST_2015_00003077,PROD_001737,OnePlus Pad 4GB RAM Silver,electronics,Tablets,OnePlus,39010.09,23.4,29880.86,1,29880.86,0.0,29880.86,saharanpur,Uttar Pradesh,Rural,Standard,36-45,net banking,7.0,Standard,False,False,4.5,Delivered,1,2015,1,0.58,True,3.6,2015
TXN_2015_00001548,2015-01-31,CUST_2015_00002364,PROD_001685,Apple Pad 4GB RAM Silver,electronics,Tablets,Apple,23161.1,0.0,23161.1,1,23161.1,0.0,23161.1,chennai,Tamil Nadu,Metro,Standard,26-35,Cash on Delivery,6.0,Standard,False,False,4.0,Delivered,1,2015,1,0.56,True,3.3,2015
TXN_2015_00001549,2015-01-20,CUST_2015_00008030,PROD_000066,Xiaomi Mi 4i 64GB Black,electronics,Smartphones,Xiaomi,31102.54,48.57,15995.16,1,15995.16,0.0,15995.16,bombay,Maharashtra,Metro,Budget,36-45,net banking,6.0,Standard,False,True,4.5,Delivered,1,2015,1,0.19,True,4.2,2015
TXN_2015_00001550,2015-01-06,CUST_2015_00007132,PROD_000069,Xiaomi Mi 4i 64GB White,electronics,Smartphones,Xiaomi,22779.49,12.82,19858.34,1,19858.34,0.0,19858.34,new delhi,Delhi,Metro,Standard,26-35,debit card,4.0,Standard,False,False,4.5,Delivered,1,2015,1,0.23,False,3.6,2015
TXN_2015_00001551,2015-01-05,CUST_2015_00011211,PROD_001671,Alienware Ultrabook 4GB RAM Black,electronics,Laptops,Alienware,107387.37,0.0,107387.37,1,107387.37,0.0,107387.37,hyderabad,Telangana,Metro,Standard,26-35,Cash on Delivery,5.0,Standard,False,False,3.5,Delivered,1,2015,1,2.33,True,4.7,2015
TXN_2015_00001552,2015-01-11,CUST_2015_00009608,PROD_000061,OnePlus OnePlus X 32GB White,electronics,Smartphones,OnePlus,82953.19,0.0,82953.19,3,248859.57,0.0,248859.57,bombay,Maharashtra,Metro,Standard,36-45,net banking,7.0,Standard,False,False,4.5,Delivered,1,2015,1,0.19,True,3.6,2015
TXN_2015_00001553,2015-01-27,CUST_2015_00003469,PROD_001957,Noise Sports Watch Premium,electronics,Smart Watch,Noise,37013.54,0.0,37013.54,1,37013.54,0.0,37013.54,kolkata,West Bengal,Metro,Standard,18-25,Cash on Delivery,7.0,Standard,False,False,5.0,Delivered,1,2015,1,0.03,False,4.2,2015
TXN_2015_00001554,2015-01-26,CUST_2015_00005003,PROD_000044,Samsung Galaxy Note 5 16GB Gold,electronics,Smartphones,Samsung,151260.0,45.69,82146.92,1,82146.92,0.0,82146.92,coimbatore,Tamil Nadu,Tier2,Premium,,Cash on Delivery,4.0,Standard,False,True,4.5,Delivered,1,2015,1,0.21,True,4.0,2015
TXN_2015_00001555,2015-01-29,CUST_2015_00009110,PROD_001927,Fitbit Tracker,electronics,Smart Watch,Fitbit,19864.16,0.0,19864.16,2,39728.32,0.0,39728.32,pune,Maharashtra,Tier1,Standard,26-35,Cash on Delivery,5.0,Standard,False,False,4.5,Delivered,1,2015,1,0.05,True,4.0,2015
TXN_2015_00001556,2015-01-11,CUST_2015_00002398,PROD_000060,OnePlus OnePlus X 16GB White,electronics,Smartphones,OnePlus,94029.64,10.19,84451.73,1,84451.73,0.0,84451.73,new delhi,Delhi,Metro,Standard,,Cash on Delivery,3.0,Standard,False,False,4.5,Delivered,1,2015,1,0.24,True,3.3,2015
TXN_2015_00001557,2015-01-20,CUST_2015_00011040,PROD_001546,Dell MacBook 4GB RAM Silver,electronics,Laptops,Dell,29350.42,24.05,22292.55,1,22292.55,0.0,22292.55,bombay,Maharashtra,Metro,Standard,,Cash on Delivery,3.0,Standard,False,True,4.5,Delivered,1,2015,1,1.21,True,3.4,2015
TXN_2015_00001558,2015-01-04,CUST_2015_00011947,PROD_000069,Xiaomi Mi 4i 64GB White,electronics,Smartphones,Xiaomi,22779.49,16.93,18922.34,2,37844.68,0.0,37844.68,kanpur,Uttar Pradesh,Tier1,Budget,18-25,Cash on Delivery,6.0,Standard,False,False,3.5,Delivered,1,2015,1,0.23,False,3.6,2015
